TYPE,ZONE,NEIGHBORHOOD,STREET,PRICE,IPTU,MONTHLYCONDOFEE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BATHROOMS,BEDROOMS,TOTAL_AMENITIES,POOL,FURNISHED,BARBECUE_GRILL,BALCONY,AIR_CONDITIONING,PARTY_HALL,BUILTIN_WARDROBE,KITCHEN_CABINETS,KITCHEN,INTERCOM,DINNER_ROOM,CABLE_TV,GARAGE,PLAYGROUND,GOURMET_BALCONY,NUMBER_OF_FLOORS,ADULT_GAME_ROOM,SEA_VIEW,ELEVATOR,PETS_ALLOWED,HOME_OFFICE,BICYCLES_PLACE,CONCIERGE_24H,INTERNET_ACCESS,MOUNTAIN_VIEW,ARMORED_SECURITY_CABIN,SERVICE_AREA,LARGE_KITCHEN,LARGE_WINDOW,DISABLED_ACCESS,ELECTRONIC_GATE,SAFETY_CIRCUIT,SAUNA,GATED_COMMUNITY,CLOSET,AMERICAN_KITCHEN,GAMES_ROOM,GYM,GOURMET_SPACE,GARDEN,LAUNDRY,CINEMA,SLAB,SOUNDPROOFING,DEPOSIT,HEATING,WATCHMAN,PLATED_GAS,LARGE_ROOM,FULL_FLOOR,BLINDEX_BOX,LAVABO,WOOD_FLOOR,PANORAMIC_VIEW,SPORTS_COURT,ALARM_SYSTEM,RECREATION_AREA,BEDROOM_WARDROBE,BATHROOM_CABINETS,GAS_SHOWER,SERVICE_ENTRANCE,ENTRANCE_HALL,ALUMINUM_WINDOW,TENNIS_COURT,COWORKING,HEATED_POOL,COVERED_POOL,CHILDRENS_POOL,GREEN_SPACE,GUEST_PARKING,MASSAGE,MEETING_ROOM,FOOTBALL_FIELD,INTEGRATED_ENVIRONMENTS,HIKING_TRAIL,SECURITY_CAMERA,SPA,PET_SPACE,POOL_BAR,LIBRARY,ZEN_SPACE,PATROL,LUNCH_ROOM,SKATE_LANE,RESTAURANT,ADULT_POOL,PORCELAIN,COVENTION_HALL,TOYS_PLACE,TEEN_SPACE,WHIRLPOOL,FITNESS_ROOM,INDOOR_SOCCER,SERVICE_BATHROOM,BATHTUB,EMPLOYEE_DEPENDENCY,SECURITY_24_HOURS,EXTERIOR_VIEW,PAY_PER_USE_SERVICES,SOLARIUM,SERVICE_ROOM,NATURAL_VENTILATION,WALL_BALCONY,SANCA,RECEPTION,GRASS,HIGH_CEILING_HEIGHT,SIDE_ENTRANCE,HOME_CINEMA,LAKE_VIEW,BAR,PLANNED_FURNITURE,PANTRY,SMALL_ROOM,DRESS_ROOM2,COLD_FLOOR,REVERSIBLE_ROOM,COPA,COOKER,WATER_TANK,DIVIDERS,FREEZER,SQUARE,ESSENTIAL_PUBLIC_SERVICES,MASSAGE_ROOM,FULL_CABLING,NEAR_ACCESS_ROADS,NEAR_SCHOOL,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,NEAR_PUBLIC_TRANSPORT,SEMI_OLYMPIC_POOL,CARETAKER,PAVED_STREET,DIGITAL_LOCKER,TREE_CLIMBING,SECURITY_CABIN,DECK,CHILDREN_CARE,HALF_FLOOR,BACKYARD,BARBECUE_BALCONY,GOURMET_KITCHEN,HELIPAD,SQUASH,PRIVATE_POOL,STAIR,FRUIT_TREES,GARAGE_BAND,WELL,ARTESIAN_WELL,LAMINATED_FLOOR,GLASS_WALL,CORNER_PROPERTY,FIREPLACE,THERMAL_INSULATION,COFFEE_SHOP,PIZZA_OVEN,WALLS_GRIDS,GEMINADA,ELECTRIC_GENERATOR,PARKING,NEAR_SHOPPING_CENTER_2,COVERAGE,ADMINISTRATION,VINYL_FLOOR,SAND_PIT,BEAUTY_CENTER,RIVER,SMART_APARTMENT,SMART_CONDOMINIUM,FENCE,REDARIO,LAND,HOT_TUB,MARINA,DRYWALL,BURNT_CEMENT,POMAR,ORCHID_PLACE,MEZZANINE,ECO_GARBAGE_COLLECTOR,STORES,GOLF_FIELD,VEGETABLE_GARDEN,LAKE,ELETRIC_CHARGER,AQUARIUM,PASTURE,REFLECTING_POOL,RAISED_FLOOR,EDICULE,DOG_KENNEL,HEADQUARTERS,BACKGROUND_HOUSE,ECO_CONDOMINIUM,VALET_PARKING,YOUTH_GAME_ROOM,DRESS_ROOM,SOLAR_ENERGY
APARTMENT,Zona Sul,Botafogo,Rua Álvaro Ramos,930000,2593,1100,90,90,1,1,2,2,6,,,True,,,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Paulo Barreto,2799990,0,0,153,153,2,4,5,4,2,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Praça Seca,Rua Pinto Teles,250000,0,0,65,65,1,0,1,2,3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Dona Mariana,1489000,696,1900,194,194,0,2,3,4,9,,,True,,True,,,,True,True,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Aires Saldanha,1250000,371,1254,125,125,1,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Tijuca,Rua Uruguai,550000,755,130,90,90,0,0,2,3,3,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Professor Álvaro Rodrigues,4771000,0,1875,235,235,3,3,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Laranjeiras,Rua Soares Cabral,850000,2300,2400,150,150,0,0,3,3,10,,,,,,,,True,,,,,,,,,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Recreio dos Bandeirantes,Avenida Hebe Camargo,500529,0,800,73,13316,1,1,2,3,19,True,,True,,,True,,,True,,,,True,True,,,True,,True,True,,,True,,,,,,,,,True,True,,,,,True,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Conde de Irajá,1200000,200,1390,102,102,0,1,3,3,13,,,,,True,,True,True,,True,,,,,,,,,True,True,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Marechal Francisco de Moura,580000,733,550,88,88,0,0,2,3,5,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Grajaú,Rua José Vicente,390000,1160,900,82,82,1,0,2,2,27,,,True,,True,True,,True,,True,,,,True,,,,,True,True,,True,True,True,,,True,,True,True,True,,,True,,,,,,,,,,,,,True,,,,True,,,,,,True,True,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Praça da Bandeira,Avenida Paulo de Frontin,400000,1367,666,121,121,1,0,2,3,2,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Grajaú,Rua Barão do Bom Retiro,300000,711,280,60,60,0,0,2,2,6,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Dona Mariana,2580000,665,1738,112,112,1,1,2,3,14,True,,True,True,,,,,True,,True,,,True,,,,,True,,,True,,,,True,,,,,,,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Pompeu Loureiro,1050000,200,1200,95,95,1,0,2,3,40,,True,,,True,,True,True,,True,,True,,,,,,,True,True,,True,True,True,,,True,True,True,True,True,True,,True,,,,,,,,,,,,,True,,True,,True,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,True,,True,,,,,,True,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Humaitá,Rua do Humaitá,1360000,0,0,80,80,1,1,2,2,6,True,,,True,,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENTHOUSE,Zona Oeste,Recreio dos Bandeirantes,Rua Rivadavia Campos,1100000,300,1250,163,163,2,2,4,4,13,True,,True,True,,True,,True,,,,,,True,,,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Campo Grande,Estrada João Melo,140000,0,320,44,44,1,0,2,2,4,,,,,,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Inhanga,1900000,8000,3400,220,220,1,2,5,4,13,,True,,True,True,,,True,True,True,,True,True,,,,,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Méier,Rua Dias da Cruz,250000,70,610,70,70,0,0,2,2,3,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Catete,Rua Bento Lisboa,630000,1600,900,67,67,1,0,1,2,6,,,,,True,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Sá Ferreira,800000,1994,650,75,75,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Barra da Tijuca,Avenida Prefeito Dulcídio Cardoso,1050000,0,0,81,81,1,1,2,2,17,True,,True,True,,True,,,,,,,True,True,True,,True,,,,,,,,,,True,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Leblon,Avenida Bartolomeu Mitre,8151422,100,100,266,266,3,4,5,4,25,True,,,,,,,,,,,,,,True,,,True,True,True,,True,True,,,,True,,,,True,,True,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,True,True,,,,True,,,,,,True,,True,,True,,,,,,,,,,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua São Manuel,1840000,4009,1380,60,60,1,1,1,2,8,,,,True,,,,,True,True,,,True,,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Inhoaíba,Rua Professor Paulo Ribeiro,160000,1,280,48,48,1,0,1,2,5,True,,,,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Dias da Rocha,830000,320,1400,84,84,0,1,2,2,8,,,,,True,,,,True,True,,True,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Flamengo,Rua Marquês de Abrantes,800000,183,1520,120,120,1,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Méier,Rua Coronel Cota,290000,0,410,41,41,0,1,2,1,3,,,,,True,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Rua Barata Ribeiro,1000000,779,1000,100,100,1,0,2,3,4,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Penha Circular,Rua Inácio Acioli,230000,0,440,65,65,1,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Avenida Nossa Senhora de Copacabana,670000,2351,1000,70,80,0,0,2,2,15,,,,,True,,True,True,True,,,,,True,,,,,True,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Laranjeiras,Rua Professor Luiz Cantanhede,1290000,2904,800,128,128,1,1,2,3,2,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Recreio dos Bandeirantes,Rua Joaquim da Silveira,837400,2800,672,110,110,2,1,2,3,2,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Todos os Santos,Rua Honório,221000,0,410,45,45,1,0,1,2,9,True,,True,,,True,,,,True,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Avenida Rainha Elizabeth da Bélgica,2950000,1205,3125,180,180,3,2,4,4,9,,,,,,True,,,,,,,,True,True,,,,True,True,,,,,,,,,,,,,True,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Vila Isabel,Rua Hipólito da Costa,350000,75,550,70,70,0,0,2,2,6,,,,,,,,,True,True,,,,,,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,Irajá,Rua Lupicinio Rodrigues,345000,0,300,54,54,1,0,2,2,9,,,,True,,,,,True,True,,True,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Oeste,Taquara,Estrada do Tindiba,320000,0,525,60,60,1,0,2,2,11,True,,,True,,True,,True,,,,,,,,,,,True,True,,,True,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Norte,São Cristóvão,Rua Argentina,270000,0,450,65,0,0,0,1,1,13,,,,True,,,,True,,True,,,,,,,,,True,True,,True,,True,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Botafogo,Rua Real Grandeza,920000,251,1340,103,103,1,0,2,2,4,,,,,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Copacabana,Avenida Rainha Elizabeth da Bélgica,1595000,4133,2200,101,101,1,1,2,3,6,,,,,,,,,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT,Zona Sul,Laranjeiras,Rua das Laranjeiras,597000,136,1150,57,57,0,0,1,2,3,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
